language_name,Polski
Azalea_Gym_LeaderBugsy_Rematch_AfterBattle,Bugsy: Well, I guess I have~more learning to do. But~that's nothing new! Bug-type~Pokémon are my favorite, but~every Pokémon has so many~mysteries for us to uncover in~the future!
Azalea_Gym_Choose_Gligar,You want the Gligar?
Azalea_Gym_Choose_Sneasel,You want the Sneasel?
Azalea_Gym_PokeballAfterChoose,Better not get greedy...

[Final Dungeon]
FinalDungeon_SecurityDoors,This door looks like it can~be opened remotely.

FinalDungeon_UndergroundPath_BikerGeorge_IntroMessage,Bikes work well here.
FinalDungeon_UndergroundPath_BikerGeorge_OutroMessage,Dang! Stripped gears!
FinalDungeon_UndergroundPath_BikerGeorge_DefeatMessage,Get lost!
FinalDungeon_UndergroundPath_BeautyLinda_IntroMessage,Is it cold in here?
FinalDungeon_UndergroundPath_BeautyLinda_OutroMessage,It's over already?
FinalDungeon_UndergroundPath_BeautyLinda_DefeatMessage,Nope, it's not cold in here.~It's just you.
FinalDungeon_UndergroundPath_BirdKeeperTimothy_IntroMessage,Wrong way! You suck!
FinalDungeon_UndergroundPath_BirdKeeperTimothy_OutroMessage,Out of power!
FinalDungeon_UndergroundPath_BirdKeeperTimothy_DefeatMessage,You still suck for coming this way.
FinalDungeon_UndergroundPath_BeautySarah_IntroMessage,Getting tired?
FinalDungeon_UndergroundPath_BeautySarah_OutroMessage,Oh, you little brute!
FinalDungeon_UndergroundPath_BeautySarah_DefeatMessage,That battle put my Pokémon to sleep...
FinalDungeon_UndergroundPath_BirdKeeperJacob_IntroMessage,I wish I had wings...
FinalDungeon_UndergroundPath_BirdKeeperJacob_OutroMessage,The wind turned!
FinalDungeon_UndergroundPath_BirdKeeperJacob_DefeatMessage,I wish to explore the sky.
FinalDungeon_UndergroundPath_JrTrainerFemaleMarie_IntroMessage,Yeah, yeah, yeah.
FinalDungeon_UndergroundPath_JrTrainerFemaleMarie_OutroMessage,Just messed up!
FinalDungeon_UndergroundPath_JrTrainerFemaleMarie_DefeatMessage,You're still here?*But you won already!
FinalDungeon_UndergroundPath_JrTrainerFemaleAnnabel_IntroMessage,Concentrate your mind.
FinalDungeon_UndergroundPath_JrTrainerFemaleAnnabel_OutroMessage,Wow, you totally won!
FinalDungeon_UndergroundPath_JrTrainerFemaleAnnabel_DefeatMessage,In a parallel universe, I won.
FinalDungeon_UndergroundPath_JrTrainerFemaleMillie_IntroMessage,Wow, it's the Rijon champ!
FinalDungeon_UndergroundPath_JrTrainerFemaleMillie_OutroMessage,Not enough!
FinalDungeon_UndergroundPath_JrTrainerFemaleMillie_DefeatMessage,I saw that coming.
FinalDungeon_UndergroundPath_JrTrainerFemaleTina_IntroMessage,Watch out!
FinalDungeon_UndergroundPath_JrTrainerFemaleTina_OutroMessage,Ohh, I lost!
FinalDungeon_UndergroundPath_JrTrainerFemaleTina_DefeatMessage,Don't come any closer!
FinalDungeon_UndergroundPath_BirdKeeperJosh_IntroMessage,Spread your wings, comrades!
FinalDungeon_UndergroundPath_BirdKeeperJosh_OutroMessage,Failure...
FinalDungeon_UndergroundPath_BirdKeeperJosh_DefeatMessage,I'll fly higher next time!

FinalDungeon_OutdoorPath_BirdKeeperTalon_IntroMessage,My Pokémon are filled with~barbaric rage.
FinalDungeon_OutdoorPath_BirdKeeperTalon_OutroMessage,Not good enough!
FinalDungeon_OutdoorPath_BirdKeeperTalon_DefeatMessage,How could we lose?~We're all super tough.
FinalDungeon_OutdoorPath_BirdKeeperZane_IntroMessage,We don't kid around here, kid.
FinalDungeon_OutdoorPath_BirdKeeperZane_OutroMessage,Not ready yet!
FinalDungeon_OutdoorPath_BirdKeeperZane_DefeatMessage,You proved your worth.
FinalDungeon_OutdoorPath_BirdKeeperAnthony_IntroMessage,Hey hey hey!
FinalDungeon_OutdoorPath_BirdKeeperAnthony_OutroMessage,Aww, bummer!
FinalDungeon_OutdoorPath_BirdKeeperAnthony_DefeatMessage,Shoo!
FinalDungeon_OutdoorPath_BirdKeeperBenson_IntroMessage,Guess how high my bird can fly!
FinalDungeon_OutdoorPath_BirdKeeperBenson_OutroMessage,Shot down in flames!
FinalDungeon_OutdoorPath_BirdKeeperBenson_DefeatMessage,Guess not high enough...
FinalDungeon_OutdoorPath_BirdKeeperRobin_IntroMessage,Hit him with your stick!
FinalDungeon_OutdoorPath_BirdKeeperRobin_OutroMessage,Why! Why'd I lose?
FinalDungeon_OutdoorPath_BirdKeeperRobin_DefeatMessage,He needs a stronger stick.
FinalDungeon_OutdoorPath_BirdKeeperLucas_IntroMessage,Seeing a pattern here?
FinalDungeon_OutdoorPath_BirdKeeperLucas_OutroMessage,I knew it!
FinalDungeon_OutdoorPath_BirdKeeperLucas_DefeatMessage,You're a winner!*Get it?*Ha...?
FinalDungeon_OutdoorPath_BikerDaniel_IntroMessage,C'mon, c'mon.~Let's go, let's go, let's go!
FinalDungeon_OutdoorPath_BikerDaniel_OutroMessage,Arrg! Lost! Get lost!
FinalDungeon_OutdoorPath_BikerDaniel_DefeatMessage,What, what, what?*What do you want?
FinalDungeon_OutdoorPath_BikerGeoff_IntroMessage,Don't think about getting~inside.
FinalDungeon_OutdoorPath_BikerGeoff_OutroMessage,What? You?!
FinalDungeon_OutdoorPath_BikerGeoff_DefeatMessage,They got a new leader.~Whatever, go ahead.
FinalDungeon_OutdoorPath_BikerJoel_IntroMessage,Hahaha, I stopped you!
FinalDungeon_OutdoorPath_BikerJoel_OutroMessage,Blown away!
FinalDungeon_OutdoorPath_BikerJoel_DefeatMessage,Enter at your own risk!

FinalDungeon_MainBuilding1F_RocketGruntHorace_IntroMessage,Oh no, not you again.
FinalDungeon_MainBuilding1F_RocketGruntHorace_OutroMessage,Why...?
FinalDungeon_MainBuilding1F_RocketGruntHorace_DefeatMessage,Fine, you can access that~room.
FinalDungeon_MainBuilding1F_RocketGruntColton_IntroMessage,We will succeed this time.
FinalDungeon_MainBuilding1F_RocketGruntColton_OutroMessage,Oww! Beaten!
FinalDungeon_MainBuilding1F_RocketGruntColton_DefeatMessage,Get a life!
FinalDungeon_MainBuilding1F_RocketGruntJoanne_IntroMessage,Intruder alert!
FinalDungeon_MainBuilding1F_RocketGruntJoanne_OutroMessage,I can't do it!
FinalDungeon_MainBuilding1F_RocketGruntJoanne_DefeatMessage,Our new leader will stop you!
FinalDungeon_MainBuilding1F_RocketGruntEmma_IntroMessage,Why did you come here?
FinalDungeon_MainBuilding1F_RocketGruntEmma_OutroMessage,This won't do!
FinalDungeon_MainBuilding1F_RocketGruntEmma_DefeatMessage,Please stop!~I have three kids to feed.
FinalDungeon_MainBuilding1F_RocketGruntFinn_IntroMessage,No more fooling around!
FinalDungeon_MainBuilding1F_RocketGruntFinn_OutroMessage,Burnt!
FinalDungeon_MainBuilding1F_RocketGruntFinn_DefeatMessage,You're not going to get away~with this, brat!

FinalDungeon_SmallRoom0_YoungsterNoah_IntroMessage,Nuh-uh-uh...
FinalDungeon_SmallRoom0_YoungsterNoah_OutroMessage,Ack!
FinalDungeon_SmallRoom0_YoungsterNoah_DefeatMessage,They pay me well for failing.*Sweet!
FinalDungeon_SmallRoom0_LassJannet_IntroMessage,Second time is the charm!
FinalDungeon_SmallRoom0_LassJannet_OutroMessage,Oh no!
FinalDungeon_SmallRoom0_LassJannet_DefeatMessage,That disk has to be worth more~than they're paying me.
FinalDungeon_SmallRoom0_NextToItemLass,I don't feel like fighting~you.

FinalDungeon_MainBuildingB1F_RocketGruntJuniper_IntroMessage,Don't take that, it's mine!
FinalDungeon_MainBuildingB1F_RocketGruntJuniper_OutroMessage,What? I lost? No!
FinalDungeon_MainBuildingB1F_RocketGruntJuniper_DefeatMessage,Fine, I'll steal it from you~later.
FinalDungeon_MainBuildingB1F_RocketGruntChip_IntroMessage,Get out of the way!
FinalDungeon_MainBuildingB1F_RocketGruntChip_OutroMessage,Oof! Taken down!
FinalDungeon_MainBuildingB1F_RocketGruntChip_DefeatMessage,We've been stronger ever since~our new leader took over.

FinalDungeon_MainBuildingB2F_RocketGruntGraham_IntroMessage,I heard you coming. Ready to fight?
FinalDungeon_MainBuildingB2F_RocketGruntGraham_OutroMessage,I surrender!
FinalDungeon_MainBuildingB2F_RocketGruntGraham_DefeatMessage,You'll never find the boss,~this place has over 20 rooms.

FinalDungeon_MainBuildingB3F_CounterfeitMaker,I'm making counterfeit Master~Balls.
FinalDungeon_MainBuildingB3F_LostGuy,I'm lost... help.
FinalDungeon_MainBuildingB3F_CleaningGuy,I'm done cleaning...
FinalDungeon_MainBuildingB3F_SailorSal_IntroMessage,Team Rocket hired us!
FinalDungeon_MainBuildingB3F_SailorSal_OutroMessage,Wow!
FinalDungeon_MainBuildingB3F_SailorSal_DefeatMessage,We transfer goods across the sea.
FinalDungeon_MainBuildingB3F_SailorKenneth_IntroMessage,I need a better hourly rate!
FinalDungeon_MainBuildingB3F_SailorKenneth_OutroMessage,I was just careless!
FinalDungeon_MainBuildingB3F_SailorKenneth_DefeatMessage,I heard the Rockets have a new leader!

FinalDungeon_SmallRoom1_Rocket,New here? We captured one of~the legendaries. Now we must~find this one.

FinalDungeon_UndergroundCaveMaze1F_RocketGruntBruce_IntroMessage,Oh, you made a wrong turn?
FinalDungeon_UndergroundCaveMaze1F_RocketGruntBruce_OutroMessage,I blew it!
FinalDungeon_UndergroundCaveMaze1F_RocketGruntBruce_DefeatMessage,Darn it all! My associates~won't stand for this.
FinalDungeon_UndergroundCaveMaze1F_RocketGruntHarley_IntroMessage,UGH!
FinalDungeon_UndergroundCaveMaze1F_RocketGruntHarley_OutroMessage,Owch, pain!
FinalDungeon_UndergroundCaveMaze1F_RocketGruntHarley_DefeatMessage,If only I knew what I was~doing...
FinalDungeon_UndergroundCaveMaze1F_RocketGruntClint_IntroMessage,Team Rocket's looking for a~fossil.*It's an ancient Pokémon!
FinalDungeon_UndergroundCaveMaze1F_RocketGruntClint_OutroMessage,Urgh! Now I'm mad!
FinalDungeon_UndergroundCaveMaze1F_RocketGruntClint_DefeatMessage,Those fossils will make us~rich!
FinalDungeon_UndergroundCaveMaze1F_RocketGruntKent_IntroMessage,Get out of my way!
FinalDungeon_UndergroundCaveMaze1F_RocketGruntKent_OutroMessage,So, you are good.
FinalDungeon_UndergroundCaveMaze1F_RocketGruntKent_DefeatMessage,Stop getting near me!

FinalDungeon_SmallCave_Telekinetic,I think the trainer called~Slick would love that guy's~Crobat!
FinalDungeon_SmallCave_CrobatTrade_Question,Hello there!*Do you want to trade your~Rhyhorn for Crobat?
FinalDungeon_SmallCave_CrobatTrade_Answer_No,Well, if you don't want to...
FinalDungeon_SmallCave_CrobatTrade_AfterTrade,Now, if only I had a protector...
FinalDungeon_SmallCave_CrobatTrade_TradeSuccess,Okay, connect the cable~like so!
FinalDungeon_SmallCave_CrobatTrade_TradeFail,Hmmm? This isn't Rhyhorn.*Think of me when you get one.
FinalDungeon_SmallCave_CrobatTrade_CatchMethod,Received in a trade
FinalDungeon_SmallCave_CrobatTrade_CatchLocation,in the Final Dungeon

FinalDungeon_SmallRoom2_GentlemanJones_IntroMessage,I don't have time for your~garbage.
FinalDungeon_SmallRoom2_GentlemanJones_OutroMessage,I must salute you!
FinalDungeon_SmallRoom2_GentlemanJones_DefeatMessage,Thanks for the lesson.
FinalDungeon_SmallRoom2_LassSummer_IntroMessage,I need to loosen up!
FinalDungeon_SmallRoom2_LassSummer_OutroMessage,Take it easy!
FinalDungeon_SmallRoom2_LassSummer_DefeatMessage,Battling relaxes me!

FinalDungeon_UndergroundCaveMazeB1F_HikerJohnny_IntroMessage,How did I end up here?
FinalDungeon_UndergroundCaveMazeB1F_HikerJohnny_OutroMessage,Doh! You win!
FinalDungeon_UndergroundCaveMazeB1F_HikerJohnny_DefeatMessage,I'm a hiker, and even I got~lost!
FinalDungeon_UndergroundCaveMazeB1F_HikerTed_IntroMessage,I don't like it here.
FinalDungeon_UndergroundCaveMazeB1F_HikerTed_OutroMessage,Ease up! What am I doing?~Which way is out?
FinalDungeon_UndergroundCaveMazeB1F_HikerTed_DefeatMessage,Do you have a map?
FinalDungeon_UndergroundCaveMazeB1F_JrTrainerFemaleQuinn_IntroMessage,I like to help!
FinalDungeon_UndergroundCaveMazeB1F_JrTrainerFemaleQuinn_OutroMessage,I'm out of Pokémon!
FinalDungeon_UndergroundCaveMazeB1F_JrTrainerFemaleQuinn_DefeatMessage,I love helping, okay?
FinalDungeon_UndergroundCaveMazeB1F_HikerMorgan_IntroMessage,WRONG WAY!
FinalDungeon_UndergroundCaveMazeB1F_HikerMorgan_OutroMessage,I give!
FinalDungeon_UndergroundCaveMazeB1F_HikerMorgan_DefeatMessage,LEAVE!
FinalDungeon_UndergroundCaveMazeB1F_JrTrainerFemaleCaitlyn_IntroMessage,And the family attacks!
FinalDungeon_UndergroundCaveMazeB1F_JrTrainerFemaleCaitlyn_OutroMessage,You play hard!
FinalDungeon_UndergroundCaveMazeB1F_JrTrainerFemaleCaitlyn_DefeatMessage,That was just too much!
FinalDungeon_UndergroundCaveMazeB1F_JrTrainerFemaleYolanda_IntroMessage,Watch where you're going!
FinalDungeon_UndergroundCaveMazeB1F_JrTrainerFemaleYolanda_OutroMessage,It was too dark!
FinalDungeon_UndergroundCaveMazeB1F_JrTrainerFemaleYolanda_DefeatMessage,I'm scared!
FinalDungeon_UndergroundCaveMazeB1F_PokeManiacTroy_IntroMessage,Pokémon, fight!~Ready, go!
FinalDungeon_UndergroundCaveMazeB1F_PokeManiacTroy_OutroMessage,Game over!
FinalDungeon_UndergroundCaveMazeB1F_PokeManiacTroy_DefeatMessage,How about fistfight instead?

FinalDungeon_SmallRoom3_FishermanAstor_IntroMessage,I'm on the clock!
FinalDungeon_SmallRoom3_FishermanAstor_OutroMessage,I'm all out!
FinalDungeon_SmallRoom3_FishermanAstor_DefeatMessage,I get paid to just sit here.

FinalDungeon_JohtoLegendaryRoom_Rocket_BeforeGiveLegendary,What have I done?*I trapped such a graceful~Pokémon!*Please take this far far away~and let it live in peace.
FinalDungeon_JohtoLegendaryRoom_Rocket_Pokemon_CatchMethod,Received from a Rocket Grunt
FinalDungeon_JohtoLegendaryRoom_Rocket_Pokemon_CatchLocation,in the Final Dungeon
FinalDungeon_JohtoLegendaryRoom_Rocket_AfterGiveLegendary,Now just look at that, this~doesn't deserve to be trapped~here! It's a shame those~Master Balls can be abused~this much...
FinalDungeon_JohtoLegendaryRoom_Rocket_TalkAgain,Don't tell anyone about this,~this is our secret.

FinalDungeon_SmallRoom4_GentlemanSilvester_IntroMessage,12,981...*12,982...*... you made me lose count of~these!
FinalDungeon_SmallRoom4_GentlemanSilvester_OutroMessage,Wow!
FinalDungeon_SmallRoom4_GentlemanSilvester_DefeatMessage,Please, leave me alone!

FinalDungeon_SmallRoom5_SailorSam_IntroMessage,HALT!
FinalDungeon_SmallRoom5_SailorSam_OutroMessage,Okay, you're not bad.
FinalDungeon_SmallRoom5_SailorSam_DefeatMessage,Can I work for you instead?

FinalDungeon_SmallRoom7_SailorTibby_IntroMessage,I like feisty kids like you!
FinalDungeon_SmallRoom7_SailorTibby_OutroMessage,Argh! Lost it!
FinalDungeon_SmallRoom7_SailorTibby_DefeatMessage,You will not be able to get to our boss!

FinalDungeon_Lobby_HealLady_Intro,Wow, You made it this far!*You should rest.
FinalDungeon_Lobby_HealLady_Outro,Keep it up!
FinalDungeon_Lobby_Shopkeeper_Question,It may not have been the best~of ideas to open a shop here...~but I have very good items!*How may I help you?
FinalDungeon_Lobby_Shopkeeper_AfterQuit,Thank you!

FinalDungeon_Island_RocketGruntArnold_IntroMessage,Saving the best for last!
FinalDungeon_Island_RocketGruntArnold_OutroMessage,Ayaya!
FinalDungeon_Island_RocketGruntArnold_DefeatMessage,You must've given them 'roids!
FinalDungeon_Island_RocketGruntCaleb_IntroMessage,Heh, can't find a way through?
FinalDungeon_Island_RocketGruntCaleb_OutroMessage,Burned again!
FinalDungeon_Island_RocketGruntCaleb_DefeatMessage,Haha, I love those fake trees!
FinalDungeon_Island_RocketGruntGustav_IntroMessage,This god's fossil will make me~rich!
FinalDungeon_Island_RocketGruntGustav_OutroMessage,No!
FinalDungeon_Island_RocketGruntGustav_DefeatMessage,Don't kill me, just take it!
FinalDungeon_Island_PaletteRed_IntroMessage,Oh hey, Black told me all about~you.*Since you defeated and~humiliated Giovanni, his old~crew defected to our cause.*So, I really have you to thank~for my Rocket Army.*And you know?*That works for me.
FinalDungeon_Island_PaletteRed_OutroMessage,No! Impossible! They are max~level!
FinalDungeon_Island_PaletteRed_AfterDefeat1,...*You've never been west of~Rijon, have you?*You have no idea what power~lies out there.*You think this will put a stop~to my plan?*You can't fathom the world I~want to create!*Humanity has lost its way and~only the Guardians can show~us the path to salvation.*I'll take my loyal Rockets and~I'll transform them into~something better!*Something with a purpose!
FinalDungeon_Island_PaletteRed_AfterDefeat2,What was that?*Sounds like it came from the~cave.
FinalDungeon_Island_PaletteRed_AfterDefeat3,You can deal with whatever~that is.*Take whatever you want from~inside, I have a higher purpose~now.*I won't be seeing you again.
