language_name,English
Castro_PunchTutorHouse_MoveTutor_LearnQuestion,Would you like me to teach one~of your Pokémon the move~<storage.get(string,MoveName)> for only $3000?
Castro_PunchTutorHouse_MoveTutor_NotEnoughMoney,Hmmm...*You don't have enough money!
Castro_PunchTutorHouse_MoveTutor_WhichPokémon,Which Pokémon should I tutor?
Castro_PunchTutorHouse_MoveTutor_Move_AlreadyKnows,<pokemon.nickname(<pokemon.selected>)> already~knows <storage.get(string,MoveName)>.
Castro_PunchTutorHouse_MoveTutor_Move_CannotLearn,<pokemon.nickname(<pokemon.selected>)> cannot learn~<storage.get(string,MoveName)>!
Castro_PunchTutorHouse_MoveTutor_FacePunch,Face Punch
Castro_PunchTutorHouse_MoveTutor_Choose_FacePunch,You sure?*Well, if that's what you want,~here I come!*Hooha!
Castro_PunchTutorHouse_MoveTutor_Outro,Be sure to come back if any~of your Pokémon wants to~learn a move!
Castro_PunchTutorHouse_Haiku_IcePunch,Slap across the face,~caressed by the ice cold hit~of a frozen hand.
Castro_PunchTutorHouse_Haiku_ThunderPunch,The umbrella up.~Nothing will protect you less~from a static shock.
Castro_PunchTutorHouse_Haiku_FirePunch,Its fists, set ablaze.~Apply hot pressure and see~your foes turn to ash.
Castro_PunchTutorHouse_Haiku_FacePunch,It seems unlikely.~If you decide to find out,~face the consequence!

Castro_TradeHouse_ChanseyTrade_Question,Hi! Do you have a~Pidgey?*Want to trade it for Chansey?
Castro_TradeHouse_ChanseyTrade_Answer_No,That's too bad.
Castro_TradeHouse_ChanseyTrade_AfterTrade,How is my old Chansey?
Castro_TradeHouse_ChanseyTrade_TradeSuccess,Okay, connect the cable~like so!
Castro_TradeHouse_ChanseyTrade_TradeFail,...This is no Pidgey.*If you get one, trade it with~me!
Castro_TradeHouse_ChanseyTrade_CatchMethod,Received in a trade in
Castro_TradeHouse_ChanseyTrade_CatchLocation,Castro Valley

Castro_OldRodHouse_OldRodGuy_Question,I'm the Fishing Guru's cousin!*I love to fish!*How about you?
Castro_OldRodHouse_OldRodGuy_Answer_No,Oh...That's so disappointing...
Castro_OldRodHouse_OldRodGuy_Answer_Yes1,Grand! I like your style!*Take this and fish, young one!
Castro_OldRodHouse_OldRodGuy_Answer_Yes2,Not the best Rod, but it's~better than nothing!
Castro_OldRodHouse_OldRodGuy_AfterReceiveOldRod,Hello there, <Player.Name>!*How are the fish biting?

Castro_Gym_Statues_BeforeDefeat,Castro Valley~Pokémon Gym~Leader: Koji*Winning Trainers:~Mura
Castro_Gym_Statues_AfterDefeat,Castro Valley~Pokémon Gym~Leader: Koji*Winning Trainers:~Mura~<Player.Name>
Castro_Gym_GymGuy_BeforeBadge,Gym Guy: Yo! Champ in making!*Castro Valley's Gym has Koji~as its Leader!*Koji only uses Fighting-type~Pokémon.*Can't find Koji?~Here's a hint:~he's the surrounded one!
Castro_Gym_GymGuy_AfterBadge,Gym Guy: Amazing!~You've definitely fought your~way through that one!
Castro_Gym_JugglerEmmett_IntroMessage,Master Koji only uses~Fighting-type Pokémon!
Castro_Gym_JugglerEmmett_OutroMessage,My balls!
Castro_Gym_JugglerEmmett_DefeatMessage,How could my Primeape fail~me..?
Castro_Gym_JugglerAaron_IntroMessage,Fighting-type Pokémon are the~best!
Castro_Gym_JugglerAaron_OutroMessage,I'm done for!
Castro_Gym_JugglerAaron_DefeatMessage,I will keep on training!
Castro_Gym_TamerAllan_IntroMessage,Stop right there!
Castro_Gym_TamerAllan_OutroMessage,Whoa! They've got it!
Castro_Gym_TamerAllan_DefeatMessage,Can't tell who's who?*You have no eye for detail!
Castro_Gym_TamerBoris_IntroMessage,No one can beat us!
Castro_Gym_TamerBoris_OutroMessage,Awoo!
Castro_Gym_TamerBoris_DefeatMessage,I still have much to learn!
Castro_Gym_JugglerKay_IntroMessage,I'm the Gym Leader!*Haha! Tricked you!
Castro_Gym_JugglerKay_OutroMessage,You had me fooled!
Castro_Gym_JugglerKay_DefeatMessage,Stay and train with us!
Castro_Gym_JugglerCalvin_IntroMessage,Strength is our number one~strategy!
Castro_Gym_JugglerCalvin_OutroMessage,What? Extraordinary!
Castro_Gym_JugglerCalvin_DefeatMessage,I guess it's best to have~multiple strategies!
Castro_Gym_LeaderKoji_BeforeBattle,Koji: Ah, so I see you've~found me at last!*<Player.Name>: The Gym guide~literally told me where you~were...*Koji: So he did, did he?~I need to have a talk with him~about that.*The name's Koji, and I~specialize in Fighting-type~Pokémon.*Our dojo is packed with the~strongest fighters in Rijon,~and I, the Castro Valley Gym~Leader, am its master!*Bow down to the might of our~powerful kicks and blows!*Hoohah!
Castro_Gym_LeaderKoji_OutroMessage,Koji: Humph! You have proven~your worth!*Here! You deserve the Fist~Badge!
Castro_Gym_LeaderKoji_AfterBattle1,Koji: Now that you have the~Fist Badge, you can use Surf~outside of battle.*Take this TM I found as a gift~too!
Castro_Gym_LeaderKoji_AfterBattle2,TM 01 contains Dynamic Punch!~It can miss, but it confuses~the foe!
Castro_Gym_LeaderKoji_TalkAgain,Koji: Dynamic Punch can often~miss, but if it works it'll~deal a great amount of~damage and confuse your foe!
Castro_Gym_LeaderKoji_Rematch_BeforeBattle_Question,Koji: Ah, it's the prodigy!~Or was it protégé?*<Player.Name>: Is there even a~difference?*Koji: I do not know, honestly.~Grah, I hate fancy words.*Anyways, are you here to~spar?
Castro_Gym_LeaderKoji_Rematch_BeforeBattle_Answer_No,Koji: Ah. Perhaps you have yet~to find your team adequately~prepared for combat?*You may return later; I will~be honored to accept your~challenge when you see fit.
Castro_Gym_LeaderKoji_Rematch_BeforeBattle_Answer_Yes,Koji: Very well. Let us test~each other's full strength!*HOOHAH!
Castro_Gym_LeaderKoji_Rematch_OutroMessage,Koji: Incredible! Your power~knows no upper bound!
Castro_Gym_LeaderKoji_Rematch_AfterBattle,Koji: We must become~stronger.*I will inform my disciples~that we will be undergoing~special endurance training~for a year.*HOOHAH!*The strength of our blows~must be uncontested!*Our defenses must be~infallible!*GUOH!

Castro_CastroManor_SecretSwitch_Question,A secret switch!*Press it?
Castro_CastroManor_SecretSwitch_Answer_Yes,Who wouldn't?
Castro_CastroManor_SecretSwitch_Answer_No,Not quite yet!
Castro_CastroManor_LockedDoor,This door is locked.
Castro_CastroManor_1F_ScientistJin_IntroMessage,Woah! Where did you come~from?
Castro_CastroManor_1F_ScientistJin_OutroMessage,I should study those warp pads!
Castro_CastroManor_1F_ScientistJin_DefeatMessage,Are MissingNo. bothering you?~Get a Virus Scanner!
Castro_CastroManor_2F_RegionMap,It's a map of another region.*Which one could it be?
Castro_CastroManor_2F_Diary,Dear Diary, some people really~take things out of context!*...Better leave this be.
Castro_CastroManor_2F_BurglarKazuya_IntroMessage,This manor has nothing to loot!
Castro_CastroManor_2F_BurglarKazuya_OutroMessage,Maybe there's something behind~one of those locked doors!
Castro_CastroManor_2F_BurglarKazuya_DefeatMessage,There must be a switch~somewhere.
Castro_CastroManor_3F_BurglarTodd_IntroMessage,Wanna help me?
Castro_CastroManor_3F_BurglarTodd_OutroMessage,Don't call the cops on me!
Castro_CastroManor_3F_BurglarTodd_DefeatMessage,There's nothing here anyway!
Castro_CastroManor_3F_30YearsCave,A strange cave appears on~Route 52 every 30 years.*Huh. Interesting...
Castro_CastroManor_3F_ScientistNils_IntroMessage,I dare you to step on a warp~pad!
Castro_CastroManor_3F_ScientistNils_OutroMessage,Don't worry! It's perfectly safe!
Castro_CastroManor_3F_ScientistNils_DefeatMessage,These warp pads are one way~only!
Castro_CastroManor_B1F_ScientistZac_IntroMessage,This place is really big!
Castro_CastroManor_B1F_ScientistZac_OutroMessage,What was that for?
Castro_CastroManor_B1F_ScientistZac_DefeatMessage,Darn!
Castro_CastroManor_B1F_BurglarJacey_IntroMessage,Sweet basement!
Castro_CastroManor_B1F_BurglarJacey_OutroMessage,Awooh!
Castro_CastroManor_B1F_BurglarJacey_DefeatMessage,I want a basement like this!

[Castro Valley - Castro Forest Gate]
CastroValley_CastroForest_Gate_LittleGirl,Those Bug Catchers don't~mess around!
CastroValley_CastroForest_Gate_YoungGirl,Are you going to Castro~Forest?*A friend's Eevee evolved into~Leafeon there!

[Castro Forest]
Castro_Forest_DangerousBugsGuy,Bugs in this forest can be~dangerous!
Castro_Forest_InsufficientWeedleGuy,My Weedle isn't good enough~here!
Castro_Forest_BugCatcherLoyd_IntroMessage,Hey! You dare challenge me?
Castro_Forest_BugCatcherLoyd_OutroMessage,How could bugs fail?
Castro_Forest_BugCatcherLoyd_DefeatMessage,Hehehe!
Castro_Forest_BugCatcherTill_IntroMessage,Yo yo yo yo yo!
Castro_Forest_BugCatcherTill_OutroMessage,I'm no rapper...
Castro_Forest_BugCatcherTill_DefeatMessage,Gotta think of different~words than yo...
Castro_Forest_BugCatcherCaden_IntroMessage,Are you going to South~Reservoir's Gym?*Not before you've had a taste~of my Beedrill's sting!
Castro_Forest_BugCatcherCaden_OutroMessage,Ouch! We got swatted instead!
Castro_Forest_BugCatcherCaden_DefeatMessage,Sometimes my Beedrill brings~me stuff it finds on the~ground.*People drop valuable things~all the time.

[Route 62 - Castro Forest Gate]
Route62_CastroForest_Gate_Guard,If you keep going west you'll~reach Moraga Town.*Although it's more like a~city at this point...
Route62_CastroForest_Gate_RegularGuy,You want to learn how to~Surf?*You should find the fisherman~that lives at Route 61.
Route62_CastroForest_Gate_YoungGirl,Prof. Tim got a Bulbasaur in~this forest!

[Route 62]
Route62_Main_Sign_CastroField,Route 62~Castro Field*The path to many cities!
Route62_Main_YoungsterBarry_IntroMessage,Caught ya by surprise!
Route62_Main_YoungsterBarry_OutroMessage,Darn! I need to make my~Pokémon stronger!
Route62_Main_YoungsterBarry_DefeatMessage,There's a fat Pokémon that~came down from the mountains.*It's really strong...~When it's awake, of course!
Route62_Main_GamblerJerome_IntroMessage,I want your money!
Route62_Main_GamblerJerome_OutroMessage,My first loss!
Route62_Main_GamblerJerome_DefeatMessage,You just got lucky!
Route62_Main_EngineerRepairMan_IntroMessage,I'M...*REPAIR MAN MAN MAN MAN~MAN MAN!*I can repair ANYTHING, such~as your pathetic training~ability!*Let's begin, shall we?
Route62_Main_EngineerRepairMan_OutroMessage,See?*REPAIRED!
Route62_Main_EngineerRepairMan_DefeatMessage,REPAIR MAN MAN MAN MAN!
Route62_Main_EngineerNeverDoneMan_IntroMessage,I'm...*NEVER DONE MANNNNNN!*There's always room for~improvement, so I'll never~be done!*Time to improve!
Route62_Main_EngineerNeverDoneMan_OutroMessage,Impossible! You're already~perfect!
Route62_Main_EngineerNeverDoneMan_DefeatMessage,NEVER DONE MANNNNNN!
Route62_Main_GamblerClaude_IntroMessage,I just won big playing poker!
Route62_Main_GamblerClaude_OutroMessage,I had a chance!
Route62_Main_GamblerClaude_DefeatMessage,Guess it's back to the poker~table...
Route62_Main_YoungsterDouglas_IntroMessage,My Pokémon should be ready~by now!
Route62_Main_YoungsterDouglas_OutroMessage,Nope, I'm just impatient!
Route62_Main_YoungsterDouglas_DefeatMessage,I better go find stronger~ones!

[Route 61 - Route 62 Gate]
Route61_Route62_Gate_Guard,Snorlax really like taking~naps here, but they block the~route for several days.
Route61_Route62_Gate_Gentleman,When I was at the Haunted~Forest, I heard someone~playing a flute.
Route61_Route62_Gate_Lady,Pokémon wake up to the sound~of the PokéFlute.

[Route 61]
Route61_Main_Sign_SportFishingArea,Sport Fishing Area
Route61_Main_Sign_YuvaMilaLake,Route 61~Yuva Mila Lake*The path to many cities!
Route61_Main_FishermanHildegard_IntroMessage,Fishing is my life!
Route61_Main_FishermanHildegard_OutroMessage,It's not easy...
Route61_Main_FishermanHildegard_DefeatMessage,I guess I better~fish some more.
Route61_Main_FishermanIzmaehl_IntroMessage,Be patient!
Route61_Main_FishermanIzmaehl_OutroMessage,I can't believe it!
Route61_Main_FishermanIzmaehl_DefeatMessage,My rod sucks, I need a~better one!
Route61_Main_FishermanTerry_IntroMessage,Check out my catch!
Route61_Main_FishermanTerry_OutroMessage,Too much!
Route61_Main_FishermanTerry_DefeatMessage,You beat me at Pokémon,~oh well!
Route61_Main_FishermanConnor_IntroMessage,Yeah!
Route61_Main_FishermanConnor_OutroMessage,Tch!
Route61_Main_FishermanConnor_DefeatMessage,Hang on!
Route61_Main_JrTrainerMaleDarwin_IntroMessage,Have you found a Moon Stone?
Route61_Main_JrTrainerMaleDarwin_OutroMessage,Oww!
Route61_Main_JrTrainerMaleDarwin_DefeatMessage,My Pokémon evolved with my~Moon Stone!
Route61_Main_FishermanMarrec_IntroMessage,You never know what you~could catch!
Route61_Main_FishermanMarrec_OutroMessage,Lost it!
Route61_Main_FishermanMarrec_DefeatMessage,Well, back to fishing then.
Route61_Main_Snorlax_NoPokeFlute,A sleeping Pokémon blocks~the way!
Route61_Main_Snorlax_UsedPokeFlute,Snorlax woke up!*It attacked in a grumpy rage!
Route61_Main_Snorlax_Caught,Snorlax calmed down!*It no longer blocks the way!
Route61_Main_Snorlax_Defeated,Snorlax calmed down!*With a big yawn, it returned~to the mountains!

Route61_GoodRodHouse_GoodRodGuy_Question,I'm the Fishing Guru's~second cousin's uncle~twice removed.*Like fishing?
Route61_GoodRodHouse_GoodRodGuy_Answer_No,Oh...That's so disappointing...
Route61_GoodRodHouse_GoodRodGuy_Answer_Yes1,Grand! I like your style!*Take this and fish, young one!
Route61_GoodRodHouse_GoodRodGuy_Answer_Yes2,Fishing is a way of life!*From the seas to rivers,~go out and land the big one!
Route61_GoodRodHouse_GoodRodGuy_AfterReceiveGoodRod,Hello there, <Player.Name>!*The Good Rod is actually good,~unlike the Old Rod!*Catch different Pokémon~with it!

Route61_SurfHouse_SurfMan_BeforeTalking,Hi there, kid!*I just bought a bunch of~HM 03s to add to my HM 03~collection.*Although, if you're planning~on going to Eagulou City,~you're going to need one~of them.*So, here you go, kiddo!
Route61_SurfHouse_SurfMan_AfterTalking,HM 03 is Surf!*Pokémon will be able to~ferry you across water!*And, this HM isn't disposable!~You can use it over and over!

[Route 60 - Route 61 Gate]
Route60_Route61_Gate_Guard,I'm here to make sure that~no-one vandalizes the old~abandoned Power Plant~up ahead.*They closed it as it was~cheaper to import electricity~from Johto.*However, since the earthquake~hit, they plan to get our~Power Plant up and running~again.*Honestly? I'm not convinced~that it was ever shut down~properly in the first place.*Electric Pokémon, like~Magneton, are still attracted~to the area.*Maybe it's to do with a~residual magnetic field?
Route60_Route61_Gate_RegularGuy,Be careful inside the Power~Plant.*When I was in Kanto, I once~picked up what I thought was~a Poké Ball.*It was actually a Voltorb!*How shocking!
Route60_Route61_Gate_YoungBoy,Yuva Mila Lake lies at the end~of this route.

[Route 57 - Castro Forest Gate]
Route57_CastroForest_Gate_Guy,Many Pokémon live only in~forests and caves.*You need to look everywhere~to get different kinds!
Route57_CastroForest_Gate_OldMan,Can you tell me the way to~Castro Valley?

[Route 57]
Route57_Main_Sign_Route,Route 57~South Reservoir*Castro Forest -~Southedge Bay
Route57_Main_Sign_Gym,South Reservoir~Pokémon Gym*Leader: Joe~Just a Normal Guy!
Route57_Main_Fisherman_Question,Got time for a story, kid?
Route57_Main_Fisherman_Answer_No,You don't? I promise it's a~good one!
Route57_Main_Fisherman_Answer_Yes,One day, when I was fishin'~down by this very same river~with some pals, we happened~to see a weird hole open up in~the sky.*It spat out a man and closed~right back up, never seen~anythin' like it.*The man that fell from the~sky was very upset and said~he couldn't remember a thing~but his name, so we figured~we'd get him a Pokémon so~he could at least get by~traveling.*He was scared by most of~them for some reason or~another and didn't even~like our fish much...*But rats? Cats? Birds?~He loved those.*So we caught Joe a Pidgey,~way back then.*And he took darn good care~of it.*Bit of a weird fella; can't~say we talk much now.*But he made a good name~for himself, far as I'm~concerned.*You ought to pay his Gym~a visit.

Route57_Gym_Statue_BeforeDefeat,South Reservoir~Pokémon Gym~Leader: Joe*Winning Trainers:~Mura
Route57_Gym_Statue_AfterDefeat,South Reservoir~Pokémon Gym~Leader: Joe*Winning Trainers:~Mura~<Player.Name>
Route57_Gym_GymGuy_BeforeBadge,Gym Guy: Yo! Champ in making!*Joe uses only Normal Pokémon!*I would recommend using~Fighting-type Pokémon against~those foes!
Route57_Gym_GymGuy_AfterBadge,Gym Guy: <Player.Name>!~Good job once again!
Route57_Gym_Quiz_Answer_Correct,You're absolutely correct!*Go on through.
Route57_Gym_Quiz_Answer_Wrong,Sorry, bad call.
Route57_Gym_Quiz_Question1,Pokémon Quiz!*Pidgeot is Normal/Wind-type?
Route57_Gym_Quiz_Question2,Pokémon Quiz!*Normal-type attacks are~weak against Abnormal-type~Pokémon?
Route57_Gym_Quiz_Question3,Pokémon Quiz!*Old Route 47 is in Rijon?
Route57_Gym_Quiz_Question4,Pokémon Quiz!*Marill is catchable in Rijon?
Route57_Gym_Quiz_Question5,Pokémon Quiz!*Pokémon Brown was originally~made by Koolboyman?
Route57_Gym_Quiz_Question6,Pokémon Quiz!*Johto is south of Rijon?
Route57_Gym_NormalTrainerGary_IntroMessage,Time for a normal battle!
Route57_Gym_NormalTrainerGary_OutroMessage,I surrender!
Route57_Gym_NormalTrainerGary_DefeatMessage,It isn't normal when I lose!
Route57_Gym_NormalTrainerStewie_IntroMessage,Well, ready?
Route57_Gym_NormalTrainerStewie_OutroMessage,Dang!
Route57_Gym_NormalTrainerStewie_DefeatMessage,Darn, I lost.
Route57_Gym_NormalTrainerKendrick_IntroMessage,You are abnormal, thus not~welcome here!
Route57_Gym_NormalTrainerKendrick_OutroMessage,C'mon! Conform!
Route57_Gym_NormalTrainerKendrick_DefeatMessage,Follow the mass media or~you're nothing!
Route57_Gym_NormalTrainerDesmond_IntroMessage,I love using Normal Pokémon!
Route57_Gym_NormalTrainerDesmond_OutroMessage,Not normal!
Route57_Gym_NormalTrainerDesmond_DefeatMessage,I need to train my Pokémon!
Route57_Gym_NormalTrainerMacaulay_IntroMessage,I'm really normal!
Route57_Gym_NormalTrainerMacaulay_OutroMessage,Ow!
